Lake,Assessment,year,inches,sex,age,pounds
Escanaba,Spring Fyke Net,2013,14.5,1,5,0.95
Escanaba,Spring Fyke Net,2013,12.3,1,3,0.55
Escanaba,Spring Fyke Net,2013,20.7,2,NA,NA
Escanaba,Spring Fyke Net,2013,14.2,1,NA,NA
Escanaba,Spring Fyke Net,2013,13.5,1,NA,NA
Escanaba,Spring Fyke Net,2013,19.6,2,NA,NA
Escanaba,Spring Fyke Net,2013,16.9,2,7,1.42
Escanaba,Spring Fyke Net,2013,16.2,3,5,1.24
Escanaba,Spring Fyke Net,2013,14.6,2,4,0.85
Escanaba,Spring Fyke Net,2013,14.4,1,NA,NA
Escanaba,Spring Fyke Net,2013,14.8,1,NA,NA
Escanaba,Spring Fyke Net,2013,16,1,NA,NA
Escanaba,Spring Fyke Net,2013,22.3,2,10,2.95
Escanaba,Spring Fyke Net,2013,17.3,1,7,1.46
Escanaba,Spring Fyke Net,2013,19.1,2,NA,NA
Escanaba,Spring Fyke Net,2013,16.3,1,NA,NA
Escanaba,Spring Fyke Net,2013,17.1,2,NA,NA
Escanaba,Spring Fyke Net,2013,17.2,2,NA,NA
Escanaba,Spring Fyke Net,2013,15.5,1,NA,NA
Escanaba,Spring Fyke Net,2013,19.2,2,NA,NA
Escanaba,Spring Fyke Net,2013,16.5,2,NA,NA
Escanaba,Spring Fyke Net,2013,24,2,13,4.05
Escanaba,Spring Fyke Net,2013,15.5,1,8,1.18
Escanaba,Spring Fyke Net,2013,16.2,2,8,1.12
Escanaba,Spring Fyke Net,2013,15.2,2,5,1.05
Escanaba,Spring Fyke Net,2013,16.7,2,NA,NA
Escanaba,Spring Fyke Net,2013,13,1,3,0.63
Escanaba,Spring Fyke Net,2013,20,2,8,2.58
Escanaba,Spring Fyke Net,2013,15,1,5,1.01
Escanaba,Spring Fyke Net,2013,18.2,2,7,1.68
Escanaba,Spring Fyke Net,2013,18.1,3,6,1.74
Escanaba,Spring Fyke Net,2013,19.3,2,NA,NA
Escanaba,Spring Fyke Net,2013,18.8,2,7,2.01
Escanaba,Spring Fyke Net,2013,13.2,1,NA,NA
Escanaba,Spring Fyke Net,2013,15.4,2,8,1.25
Escanaba,Spring Fyke Net,2013,15.2,1,NA,NA
Escanaba,Spring Fyke Net,2013,15.5,2,5,0.95
Escanaba,Spring Fyke Net,2013,13.9,1,NA,NA
Escanaba,Spring Fyke Net,2013,17,2,10,1.25
Escanaba,Spring Fyke Net,2013,14.3,1,NA,NA
Escanaba,Spring Fyke Net,2013,15.7,1,NA,NA
Escanaba,Spring Fyke Net,2013,14.5,1,NA,NA
Escanaba,Spring Fyke Net,2013,16.9,2,7,1.35
Escanaba,Spring Fyke Net,2013,17.8,2,8,1.54
Escanaba,Spring Fyke Net,2013,16.8,2,NA,NA
Escanaba,Spring Fyke Net,2013,16.7,2,NA,NA
Escanaba,Spring Fyke Net,2013,20.9,2,NA,NA
Escanaba,Spring Fyke Net,2013,17.9,1,7,1.64
Escanaba,Spring Fyke Net,2013,19.9,2,NA,NA
Escanaba,Spring Fyke Net,2013,14.9,1,NA,NA
Escanaba,Spring Fyke Net,2013,14.2,1,4,0.85
Escanaba,Spring Fyke Net,2013,20.8,2,9,2.24
Escanaba,Spring Fyke Net,2013,19.2,2,NA,NA
Escanaba,Spring Fyke Net,2013,17.6,2,7,1.59
Escanaba,Spring Fyke Net,2013,19.1,2,NA,NA
Escanaba,Spring Fyke Net,2013,12.8,1,4,0.56
Escanaba,Spring Fyke Net,2013,11.1,1,NA,NA
Escanaba,Spring Fyke Net,2013,13.5,1,5,0.73
Escanaba,Spring Fyke Net,2013,22.2,2,12,3.67
Escanaba,Spring Fyke Net,2013,12.7,1,NA,NA
Escanaba,Spring Fyke Net,2013,16.9,1,14,1.29
Escanaba,Spring Fyke Net,2013,18.8,2,8,1.84
Escanaba,Spring Fyke Net,2013,17.3,1,11,1.38
Escanaba,Spring Fyke Net,2013,13.2,3,3,0.67
Escanaba,Spring Fyke Net,2013,12.6,1,NA,NA
Escanaba,Spring Fyke Net,2013,16.9,1,7,1.37
Escanaba,Spring Fyke Net,2013,17.5,2,10,1.72
Escanaba,Spring Fyke Net,2013,14.9,1,NA,NA
Escanaba,Spring Fyke Net,2013,15.3,1,NA,NA
Escanaba,Spring Fyke Net,2013,18.2,1,12,1.86
Escanaba,Spring Fyke Net,2013,19,2,9,1.98
Escanaba,Spring Fyke Net,2013,14.4,1,NA,NA
Escanaba,Spring Fyke Net,2013,12.2,1,NA,NA
Escanaba,Spring Fyke Net,2013,20.9,2,NA,NA
Escanaba,Spring Fyke Net,2013,16.5,2,NA,NA
Escanaba,Spring Fyke Net,2013,20.9,2,NA,NA
Escanaba,Spring Fyke Net,2013,12.4,3,3,0.53
Escanaba,Spring Fyke Net,2013,16.2,2,NA,NA
Escanaba,Spring Fyke Net,2013,12.3,1,NA,NA
Escanaba,Spring Fyke Net,2013,11.9,1,3,0.48
Escanaba,Spring Fyke Net,2013,16.6,1,NA,NA
Escanaba,Spring Fyke Net,2013,19.1,2,11,2.58
Escanaba,Spring Fyke Net,2013,15.8,1,NA,NA
Escanaba,Spring Fyke Net,2013,14.4,1,NA,NA
Escanaba,Spring Fyke Net,2013,11.5,3,3,0.47
Escanaba,Spring Fyke Net,2013,12.1,1,3,0.46
Escanaba,Spring Fyke Net,2013,11.8,3,3,0.46
Escanaba,Spring Fyke Net,2013,16.6,2,NA,NA
Escanaba,Spring Fyke Net,2013,20.7,2,11,2.71
Escanaba,Spring Fyke Net,2013,15.2,1,NA,NA
Escanaba,Spring Fyke Net,2013,16.5,2,NA,NA
Escanaba,Spring Fyke Net,2013,19.4,2,8,2.24
Escanaba,Spring Fyke Net,2013,24.8,2,11,4.88
Escanaba,Spring Fyke Net,2013,14.8,1,NA,NA
Escanaba,Spring Fyke Net,2013,14.7,1,NA,NA
Escanaba,Spring Fyke Net,2013,11.4,1,NA,NA
Escanaba,Spring Fyke Net,2013,12.1,1,3,0.51
Escanaba,Spring Fyke Net,2013,18,2,8,2.12
Escanaba,Spring Fyke Net,2013,14.8,1,6,0.87
Escanaba,Spring Fyke Net,2013,16,2,NA,NA
Escanaba,Spring Fyke Net,2013,17.3,2,NA,NA
Escanaba,Spring Fyke Net,2013,15.5,1,NA,NA
Escanaba,Spring Fyke Net,2013,13,1,NA,NA
Escanaba,Spring Fyke Net,2013,18.5,2,NA,NA
Escanaba,Spring Fyke Net,2013,20,2,NA,NA
Escanaba,Spring Fyke Net,2013,17.3,2,NA,NA
Escanaba,Spring Fyke Net,2013,13.5,3,3,0.7
Escanaba,Spring Fyke Net,2013,13.4,1,NA,NA
Escanaba,Spring Fyke Net,2013,16.8,2,5,1.4
Escanaba,Spring Fyke Net,2013,17.6,2,NA,NA
Escanaba,Spring Fyke Net,2013,16.1,2,NA,NA
Escanaba,Spring Fyke Net,2013,11.6,3,3,0.43
Escanaba,Spring Fyke Net,2013,16.9,2,NA,NA
Escanaba,Spring Fyke Net,2013,17.4,1,NA,NA
Escanaba,Spring Fyke Net,2013,14.1,1,NA,NA
Escanaba,Spring Fyke Net,2013,15.2,3,7,1.02
Escanaba,Spring Fyke Net,2013,13,1,NA,NA
Escanaba,Spring Fyke Net,2013,13.4,1,NA,NA
Escanaba,Spring Fyke Net,2013,16.4,3,NA,NA
Escanaba,Spring Fyke Net,2013,20.3,2,NA,NA
Escanaba,Spring Fyke Net,2013,17.5,2,NA,NA
Escanaba,Spring Fyke Net,2013,13.3,1,NA,NA
Escanaba,Spring Fyke Net,2013,12.1,1,NA,NA
Escanaba,Spring Fyke Net,2013,13.4,1,NA,NA
Escanaba,Spring Fyke Net,2013,19.2,2,NA,NA
Escanaba,Spring Fyke Net,2013,19.1,2,NA,NA
Escanaba,Spring Fyke Net,2013,14.6,1,NA,NA
Escanaba,Spring Fyke Net,2013,19.9,2,NA,NA
Escanaba,Spring Fyke Net,2013,16.5,1,8,1.32
Escanaba,Spring Fyke Net,2013,18.6,3,7,2.35
Escanaba,Spring Fyke Net,2013,15.7,1,NA,NA
Escanaba,Spring Fyke Net,2013,19.3,2,8,1.93
Escanaba,Spring Fyke Net,2013,14.3,1,NA,NA
Escanaba,Spring Fyke Net,2013,19.1,2,NA,NA
Escanaba,Spring Fyke Net,2013,15.7,1,NA,NA
Escanaba,Spring Fyke Net,2014,14.4,1,NA,NA
Escanaba,Spring Fyke Net,2014,17.6,1,NA,NA
Escanaba,Spring Fyke Net,2014,15,1,NA,NA
Escanaba,Spring Fyke Net,2014,19.7,1,8,2.23
Escanaba,Spring Fyke Net,2014,15.3,1,NA,NA
Escanaba,Spring Fyke Net,2014,22.7,2,13,3.95
Escanaba,Spring Fyke Net,2014,17,2,8,1.47
Escanaba,Spring Fyke Net,2014,14.5,2,4,0.91
Escanaba,Spring Fyke Net,2014,15.8,2,4,1.18
Escanaba,Spring Fyke Net,2014,20.3,2,NA,NA
Escanaba,Spring Fyke Net,2014,23.6,2,10,4.11
Escanaba,Spring Fyke Net,2014,16.8,2,NA,NA
Escanaba,Spring Fyke Net,2014,16.8,2,NA,NA
Escanaba,Spring Fyke Net,2014,16.7,1,NA,NA
Escanaba,Spring Fyke Net,2014,18.1,2,7,1.69
Escanaba,Spring Fyke Net,2014,16,2,NA,NA
Escanaba,Spring Fyke Net,2014,15.9,1,NA,NA
Escanaba,Spring Fyke Net,2014,14.8,1,NA,NA
Escanaba,Spring Fyke Net,2014,17.9,2,NA,NA
Escanaba,Spring Fyke Net,2014,15.4,1,NA,NA
Escanaba,Spring Fyke Net,2014,18.2,2,NA,NA
Escanaba,Spring Fyke Net,2014,18.5,2,NA,NA
Escanaba,Spring Fyke Net,2014,16.2,2,NA,NA
Escanaba,Spring Fyke Net,2014,16.3,1,NA,NA
Escanaba,Spring Fyke Net,2014,21.1,2,10,2.64
Escanaba,Spring Fyke Net,2014,23.3,2,11,3.67
Escanaba,Spring Fyke Net,2014,17.4,2,NA,NA
Escanaba,Spring Fyke Net,2014,16.6,2,NA,NA
Escanaba,Spring Fyke Net,2014,17.9,2,NA,NA
Escanaba,Spring Fyke Net,2014,17,1,NA,NA
Escanaba,Spring Fyke Net,2014,10.9,3,2,0.32
Escanaba,Spring Fyke Net,2014,16.3,1,9,1.23
Escanaba,Spring Fyke Net,2014,16.4,2,5,1.32
Escanaba,Spring Fyke Net,2014,13.6,1,NA,NA
Escanaba,Spring Fyke Net,2014,16.4,1,NA,NA
Escanaba,Spring Fyke Net,2014,16.1,1,7,1.42
Escanaba,Spring Fyke Net,2014,16.7,2,NA,NA
Escanaba,Spring Fyke Net,2014,15.1,1,NA,NA
Escanaba,Spring Fyke Net,2014,12.9,1,3,0.65
Escanaba,Spring Fyke Net,2014,17.1,2,NA,NA
Escanaba,Spring Fyke Net,2014,17.3,1,NA,NA
Escanaba,Spring Fyke Net,2014,15,1,4,0.99
Escanaba,Spring Fyke Net,2014,17.8,2,NA,NA
Escanaba,Spring Fyke Net,2014,14.5,2,4,0.96
Escanaba,Spring Fyke Net,2014,18,2,NA,NA
Escanaba,Spring Fyke Net,2014,16.9,2,NA,NA
Escanaba,Spring Fyke Net,2014,17.6,2,NA,NA
Escanaba,Spring Fyke Net,2014,14.6,1,NA,NA
Escanaba,Spring Fyke Net,2014,14.6,3,6,0.76
Escanaba,Spring Fyke Net,2014,17,1,9,1.43
Escanaba,Spring Fyke Net,2014,19,2,NA,NA
Escanaba,Spring Fyke Net,2014,14.2,1,NA,NA
Escanaba,Spring Fyke Net,2014,15.7,1,NA,NA
Escanaba,Spring Fyke Net,2014,22,2,10,2.91
Escanaba,Spring Fyke Net,2014,15.3,3,5,1.04
Escanaba,Spring Fyke Net,2014,13.8,1,NA,NA
Escanaba,Spring Fyke Net,2014,16.3,2,NA,NA
Escanaba,Spring Fyke Net,2014,18.6,2,NA,NA
Escanaba,Spring Fyke Net,2014,19.3,2,NA,NA
Escanaba,Spring Fyke Net,2014,15.6,2,NA,NA
Escanaba,Spring Fyke Net,2014,15.2,1,NA,NA
Escanaba,Spring Fyke Net,2014,16.8,1,7,1.38
Escanaba,Spring Fyke Net,2014,17.6,2,NA,NA
Escanaba,Spring Fyke Net,2014,16.9,1,NA,NA
Escanaba,Spring Fyke Net,2014,15.5,1,7,1.17
Escanaba,Spring Fyke Net,2014,16.4,2,7,1.63
Escanaba,Spring Fyke Net,2014,14.3,1,4,0.78
Escanaba,Spring Fyke Net,2014,13.3,1,5,0.7
Escanaba,Spring Fyke Net,2014,17.8,2,NA,NA
Escanaba,Spring Fyke Net,2014,14.3,1,NA,NA
Escanaba,Spring Fyke Net,2014,16.9,1,9,1.48
Escanaba,Spring Fyke Net,2014,17.2,2,NA,NA
Escanaba,Spring Fyke Net,2014,12.2,1,3,0.45
Escanaba,Spring Fyke Net,2014,16.3,2,6,1.43
Escanaba,Spring Fyke Net,2014,16.9,2,NA,NA
Escanaba,Spring Fyke Net,2014,13.1,1,3,0.72
Escanaba,Spring Fyke Net,2014,15.2,1,NA,NA
Escanaba,Spring Fyke Net,2014,14.5,1,NA,NA
Escanaba,Spring Fyke Net,2014,12.9,1,4,0.59
Escanaba,Spring Fyke Net,2014,13.2,1,NA,NA
Escanaba,Spring Fyke Net,2014,17.6,2,7,1.78
Escanaba,Spring Fyke Net,2014,17.4,2,NA,NA
Escanaba,Spring Fyke Net,2014,14.9,1,NA,NA
Escanaba,Spring Fyke Net,2014,16.2,1,NA,NA
Escanaba,Spring Fyke Net,2014,15.6,1,NA,NA
Escanaba,Spring Fyke Net,2014,16.2,2,NA,NA
Escanaba,Spring Fyke Net,2014,14.8,1,NA,NA
Escanaba,Spring Fyke Net,2014,13.9,1,5,0.76
Escanaba,Spring Fyke Net,2014,15.3,2,6,0.98
Escanaba,Spring Fyke Net,2014,18,1,8,1.58
Escanaba,Spring Fyke Net,2014,16.7,2,NA,NA
Escanaba,Spring Fyke Net,2014,18.3,2,NA,NA
Escanaba,Spring Fyke Net,2014,16.4,1,NA,NA
Escanaba,Spring Fyke Net,2014,16.1,1,NA,NA
Escanaba,Spring Fyke Net,2014,17,2,NA,NA
Escanaba,Spring Fyke Net,2014,15.7,2,NA,NA
Escanaba,Spring Fyke Net,2014,16.7,1,NA,NA
Escanaba,Spring Fyke Net,2014,18.6,2,NA,NA
Escanaba,Spring Fyke Net,2014,16.5,2,NA,NA
Escanaba,Spring Fyke Net,2014,14.4,1,NA,NA
Escanaba,Spring Fyke Net,2014,16.7,2,NA,NA
Escanaba,Spring Fyke Net,2014,16.4,1,NA,NA
Escanaba,Spring Fyke Net,2014,16.9,2,NA,NA
Escanaba,Spring Fyke Net,2014,22.7,2,NA,NA
Escanaba,Spring Fyke Net,2014,16.9,2,NA,NA
Escanaba,Spring Fyke Net,2014,16.7,2,NA,NA
Escanaba,Spring Fyke Net,2014,14.8,1,NA,NA
Escanaba,Spring Fyke Net,2014,13.5,1,NA,NA
Escanaba,Spring Fyke Net,2014,15.7,2,5,1.25
Escanaba,Spring Fyke Net,2014,14.4,3,4,0.87
Escanaba,Spring Fyke Net,2014,14.2,1,4,0.69
Escanaba,Spring Fyke Net,2014,16.8,1,NA,NA
Escanaba,Spring Fyke Net,2014,13.5,1,NA,NA
Escanaba,Spring Fyke Net,2014,19.9,2,8,3.11
Escanaba,Spring Fyke Net,2014,14.2,1,NA,NA
Escanaba,Spring Fyke Net,2014,16.3,2,NA,NA
Escanaba,Spring Fyke Net,2014,23.2,3,9,3.95
Escanaba,Spring Fyke Net,2014,16.5,2,NA,NA
Escanaba,Spring Fyke Net,2014,16.3,2,NA,NA
Escanaba,Spring Fyke Net,2014,15.3,1,NA,NA
Escanaba,Spring Fyke Net,2014,14.3,1,NA,NA
Escanaba,Spring Fyke Net,2014,14.3,1,6,0.88
Escanaba,Spring Fyke Net,2014,14.9,1,NA,NA
Escanaba,Spring Fyke Net,2014,20.7,2,9,2.88
Escanaba,Spring Fyke Net,2014,15.2,1,NA,NA
Escanaba,Spring Fyke Net,2014,18,2,8,2.01
Escanaba,Spring Fyke Net,2014,15.7,2,5,1.27
Escanaba,Spring Fyke Net,2014,16.5,1,7,1.47
Escanaba,Spring Fyke Net,2014,13.8,1,NA,NA
Escanaba,Spring Fyke Net,2014,21.5,2,12,2.8
Escanaba,Spring Fyke Net,2014,16.1,1,NA,NA
Escanaba,Spring Fyke Net,2014,16.2,2,NA,NA
Escanaba,Spring Fyke Net,2014,15.7,1,NA,NA
Escanaba,Spring Fyke Net,2014,11.2,3,2,0.34
Escanaba,Spring Fyke Net,2014,14.5,2,NA,NA
Escanaba,Spring Fyke Net,2014,17.2,3,7,1.53
Escanaba,Spring Fyke Net,2014,15.6,1,NA,NA
Escanaba,Spring Fyke Net,2014,16.9,2,NA,NA
Escanaba,Spring Fyke Net,2014,21.2,2,NA,NA
Escanaba,Spring Fyke Net,2014,15.4,1,NA,NA
Escanaba,Spring Fyke Net,2014,16.5,1,NA,NA
Escanaba,Spring Fyke Net,2014,15,1,NA,NA
Escanaba,Spring Fyke Net,2014,16.8,2,7,1.67
Escanaba,Spring Fyke Net,2014,19.9,2,9,2.31
Escanaba,Spring Fyke Net,2014,14.8,1,NA,NA
Escanaba,Spring Fyke Net,2014,16.7,2,NA,NA
Escanaba,Spring Fyke Net,2014,15.5,1,NA,NA
Escanaba,Spring Fyke Net,2014,17.1,2,NA,NA
Escanaba,Spring Fyke Net,2014,16,2,NA,NA
Escanaba,Spring Fyke Net,2014,18.9,2,NA,NA
Escanaba,Spring Fyke Net,2014,18.5,2,NA,NA
Escanaba,Spring Fyke Net,2014,16.2,2,NA,NA
Escanaba,Spring Fyke Net,2014,17.4,2,NA,NA
Escanaba,Spring Fyke Net,2014,12.7,1,3,0.63
Escanaba,Spring Fyke Net,2014,15.9,2,NA,NA
Escanaba,Spring Fyke Net,2014,13.9,1,NA,NA
Escanaba,Spring Fyke Net,2014,14.6,1,NA,NA
Escanaba,Spring Fyke Net,2014,15.2,2,4,1.11
Escanaba,Spring Fyke Net,2014,15.8,1,NA,NA
Escanaba,Spring Fyke Net,2014,15.1,1,7,1.07
Escanaba,Spring Fyke Net,2014,17.8,2,NA,NA
Escanaba,Spring Fyke Net,2014,13.2,1,4,0.63
Escanaba,Spring Fyke Net,2014,18.8,2,NA,NA
Escanaba,Spring Fyke Net,2014,22.2,2,12,3.37
Escanaba,Spring Fyke Net,2014,14,1,NA,NA
Escanaba,Spring Fyke Net,2014,17.7,2,10,1.67
Escanaba,Spring Fyke Net,2014,16,1,NA,NA
Escanaba,Spring Fyke Net,2014,15.3,1,NA,NA
Escanaba,Spring Fyke Net,2014,15.2,2,NA,NA
Escanaba,Spring Fyke Net,2014,15,1,NA,NA
Escanaba,Spring Fyke Net,2014,14.2,2,4,0.89
Escanaba,Spring Fyke Net,2014,15.8,1,NA,NA
Escanaba,Spring Fyke Net,2014,14,1,NA,NA
Escanaba,Spring Fyke Net,2014,13.1,1,NA,NA
Escanaba,Spring Fyke Net,2014,16,1,NA,NA
Escanaba,Spring Fyke Net,2014,15.9,2,NA,NA
Escanaba,Spring Fyke Net,2014,16.4,2,NA,NA
Escanaba,Spring Fyke Net,2014,14.7,1,NA,NA
Escanaba,Spring Fyke Net,2014,14.7,1,NA,NA
Escanaba,Spring Fyke Net,2014,18.1,2,NA,NA
Escanaba,Spring Fyke Net,2014,18.2,2,NA,NA
Escanaba,Spring Fyke Net,2014,16.7,3,7,1.33
Escanaba,Spring Fyke Net,2014,20.4,2,NA,NA
Escanaba,Spring Fyke Net,2014,19.6,2,NA,NA
Escanaba,Spring Fyke Net,2014,15.6,1,NA,NA
Escanaba,Spring Fyke Net,2014,19.6,2,10,2.71
Escanaba,Spring Fyke Net,2014,14.8,2,4,1.05
Escanaba,Spring Fyke Net,2014,21.6,2,10,3.21
Escanaba,Spring Fyke Net,2014,15.8,2,5,1.06
Escanaba,Spring Fyke Net,2014,15.6,2,NA,NA
Escanaba,Spring Fyke Net,2014,14.7,1,NA,NA
Escanaba,Spring Fyke Net,2014,16.6,2,NA,NA
Escanaba,Spring Fyke Net,2014,14.7,1,6,0.93
Escanaba,Spring Fyke Net,2014,14.6,1,NA,NA
Escanaba,Spring Fyke Net,2014,18.7,2,NA,NA
Escanaba,Spring Fyke Net,2014,16.6,2,NA,NA
Escanaba,Spring Fyke Net,2014,16.4,2,9,1.48
Escanaba,Spring Fyke Net,2014,20.8,2,NA,NA
Escanaba,Spring Fyke Net,2014,19.2,2,NA,NA
Escanaba,Spring Fyke Net,2014,15.4,3,5,0.98
Escanaba,Spring Fyke Net,2014,15.9,2,NA,NA
Escanaba,Spring Fyke Net,2014,14.3,1,NA,NA
Escanaba,Spring Fyke Net,2014,15,3,4,1.04
Escanaba,Spring Fyke Net,2014,14.1,1,NA,NA
Escanaba,Spring Fyke Net,2014,14.5,1,NA,NA
Escanaba,Spring Fyke Net,2014,18.8,2,NA,NA
Escanaba,Spring Fyke Net,2014,19.9,2,NA,NA
Escanaba,Spring Fyke Net,2014,14.6,1,NA,NA
Escanaba,Spring Fyke Net,2014,16,1,NA,NA
Escanaba,Spring Fyke Net,2014,18,1,NA,NA
Escanaba,Spring Fyke Net,2014,12.2,1,3,0.48
Escanaba,Spring Fyke Net,2014,15.1,1,NA,NA
Escanaba,Spring Fyke Net,2014,15.9,1,NA,NA
Escanaba,Spring Fyke Net,2014,17.8,1,12,1.76
Escanaba,Spring Fyke Net,2014,16.1,1,NA,NA
Escanaba,Spring Fyke Net,2014,16.5,3,6,1.36
Escanaba,Spring Fyke Net,2014,17.2,1,NA,NA
Escanaba,Spring Fyke Net,2014,17.5,2,NA,NA
Escanaba,Spring Fyke Net,2014,16.2,2,NA,NA
Escanaba,Spring Fyke Net,2014,15,1,4,1.01
Escanaba,Spring Fyke Net,2014,15.4,2,NA,NA
Escanaba,Spring Fyke Net,2014,13.5,1,NA,NA
Escanaba,Spring Fyke Net,2014,18.7,2,NA,NA
Escanaba,Spring Fyke Net,2014,16.7,2,NA,NA
Escanaba,Spring Fyke Net,2014,14.3,1,NA,NA
Escanaba,Spring Fyke Net,2014,17.4,2,NA,NA
Escanaba,Spring Fyke Net,2014,16.7,1,NA,NA
Escanaba,Spring Fyke Net,2014,17.2,1,NA,NA
